LOC	VEH_SER_NO	INSP_COMT	TS_LOAD	FOUND_INSP_TEAM	RESP_INSP_TEAM	RESP_INSP_OPRUNT
17	RQJ940	Beros bad bve bper bnisi ba ba bnonummy blectus.	08:31.6	413		
17	TPG078	Beget but ba bve beros ba bac burna ba bsodales bgravida ba bnostra ba bluctus.	08:57.5	607		
17	USH564	Barcu bin beu ba bdis ba ba bsemper.	08:59.0	209		
17	SZP362	Bnibh bat.	09:15.7	629		
17	JBQ468	Bcras bat ba bmassa bfelis ba ba ba bmus bquis ba ba ba bleo bfelis.	09:25.5	511	413	400
17	TPG078	Beget bin ba ba ba.	09:26.4	607		
17	SZP362	Berat beu bdiam bcum ba bpulvinar bquis but.	09:39.6	629		
17	USH564	Berat bve but ba ba ba.	09:44.6	209		
17	CQU695	Borci bat bin ba ba bac ba ba ba bet.	09:54.5	517		
17	TPG078	Bpede beu ba.	09:56.9	607		
17	TPG078	Bquis bmi ba ba ba.	10:22.6	607		
17	SZP362	Bnibh bve ba bnec bornare ba ba bjusto benim.	10:35.6	629		
17	AHC421	Bodio beu blaoreet.	10:37.8	107		
17	TPG078	Bamet bad ba ba ba.	10:59.3	607		
17	AHC421	Bdiam bad.	11:12.7	107		
17	TPG078	Belit bac.	11:29.5	607		
17	PMN417	Bnisl bid.	11:46.0	409		
17	TPG078	Bquis bad bsodales blacus beros bduis.	11:56.9	607		
17	DKW659	Bodio bat ba ba bdui bper bneque ba bsit.	12:21.7	517		
17	PMN417	Belit bet bac ba bsit ba ba bid.	12:46.1	409		
17	SVP127	Bcras bmi bgravida bdictumst bper ba bfames ba bnisl ba bnec ba.	15:42.4	515		
17	DKW659	Bnunc but bin ba bleo btaciti.	17:19.2	515		
17	QFW209	Bdiam bmi ba ba ba beu bad ba bodio bmorbi.	17:37.0	629		
17	UBZ174	Bduis beu ba bnisl ba bhac bper btortor bpotenti ba bid bad ba bnibh.	17:53.9	507		
17	QFW209	Bnunc bve.	17:55.0	629		
17	UBZ174	Beros bet ba ba ba.	18:09.3	507		
17	QFW209	Bnunc bat.	18:21.4	629		
17	UBZ174	Bquam beu.	18:25.5	507		
17	UBZ174	Bquis bmi bve bodio bvel ba ba ba ba ba ba begestas blitora ba ba.	18:43.3	507		
17	AHO963	Bnisi bmi ba bduis ba ba.	18:50.0	107		
17	UBZ174	Bquam bad belit but.	19:01.3	507		
17	UBZ174	Borci bmi ba bvarius bipsum ba.	19:19.1	507		
17	UBZ174	Burna bin.	19:44.5	507		
17	QFW209	Burna but bmi ba ba bposuere bnec ba bodio ba.	20:28.9	629		
17	LOF143	Bante bid ba bhac ba bmi.	20:41.6	209		
17	JCM567	Bcras bat.	21:37.0	413		
17	TPJ583	Belit bid ba bpede.	21:40.1	513		
17	XFN395	Berat but.	22:35.2	205		100
17	SVP127	Bnibh bac.	24:11.1	629		
17	WBH162	Bnisi bve.	24:19.6	517		
17	SVP127	Bcras bac ba bsed ba bcurae beget bimperdiet bsed.	24:43.8	629		
17	LOF143	Bnunc bat bin baugue ba ba blacus bvenenatis bmus but.	24:56.2	209		
17	AHO963	Belit bat ba bnunc.	25:12.3	107		
17	SVP127	Bduis bmi ba bcubilia.	25:40.0	629		
17	PGY640	Berat bve ba bleo.	25:52.2	607		
17	PGY640	Bodio bet bdapibus bfusce bnisi btincidunt bhac ba bproin.	26:11.3	607		
17	ALE837	Berat but ba ba bmi ba ba beni bdictum bad.	26:40.4	409		
17	PGY640	Barcu bmi.	26:44.4	607		
17	SVP127	Bodio bmi ba bat beu ba bac bpretium ba bproin ba.	26:45.0	629		
17	PGY640	Bquam bmi ba ba bvestibulum bante bneque.	26:55.9	607		
17	IFP328	Bnunc bmi ba bproin bdictum ba.	27:01.7	629		
17	GFM783	Bnisi bin beget burna beu.	27:07.3	413		
17	PGY640	Bcras but ba bid.	27:13.8	607		
17	ALE837	Beget bet bid bpede ba ba bduis ba ba ba ba bquam.	27:14.2	409		
17	AHO963	Bpede bat bad bdiam bhac but bduis ba.	27:16.5	107		
17	SVP127	Belit bac.	27:19.7	629		
17	NUR218	Beget bac.	27:25.7	517		
17	PGY640	Bamet bin ba bmauris bhac bclass.	27:32.4	607		
17	ALE837	Bquis bac ba bnon bturpis beros.	27:44.3	409		
17	IFP328	Burna bet ba ba bplatea bsit ba binterdum.	27:45.4	629		
17	AHO963	Bduis bve blacinia.	27:56.1	107		
17	ALE837	Burna bad ba ba ba brhoncus bdictum ba ba.	28:11.3	409		
17	ALE837	Bamet bet ba bmi bnon ba.	28:31.7	409		
17	IFP328	Beget bet.	28:37.4	629		
17	PGY640	Bquis bid bad.	29:04.9	607		
17	ALE837	Barcu bid.	29:29.4	409		
17	GOB710	Beros beu.	30:23.2	507		
17	GOB710	Bante bid bad ba beros ba belit ba bnostra.	30:41.1	507		
17	GOB710	Bnunc bve ba ba ba ba ba bac bnullam bmetus.	30:59.1	507		
17	GOB710	Bnisl bac beuismod bduis ba ba ba bid bquam ba ba bid.	31:18.6	507		
17	GOB710	Bduis bve.	31:37.4	507		
17	GOB710	Bquam beu ba bnec bad bnatoque ba bat.	31:59.8	507		
17	GOB710	Berat beu bve bfusce ba ba bsem bmorbi bmetus beu beni.	32:24.6	507		
17	GOB710	Barcu bmi ba.	32:39.3	507		
17	GOB710	Bamet beu bodio btortor ba ba.	33:21.9	507	401	400
17	OTX594	Beget bat ba ba ba bve ba bcum bmorbi ba but ba bdictum.	33:32.7	515		
17	GOB710	Benim bac bcras ba ba bnisi ba bdiam.	33:39.6	507		
17	GOB710	Bnisl bet ba ba.	33:57.6	507		
17	TYA561	Bante bve bac ba bnulla bac bante ba bac bdiam ba bplatea bfermentum.	34:03.9	629		
17	KMA503	Bquis beu ba ba but bmus bultrices bve best.	34:08.7	409		
17	GOB710	Bodio bin ba ba ba bmontes bpurus.	34:11.3	507		
17	OTX594	Bduis bmi but.	34:28.2	515	503	500
17	AHO963	Bquis bad.	35:06.0	107		
17	JCM567	Beros bet ba ba ba.	36:11.9	209		
17	QZB271	Bnisl bad ba bconsequat bdui.	36:38.1	409		
17	JPU485	Bquis bac bad bquis bprimis bfusce bmassa.	37:00.3	629		
17	XLW275	Bamet bad ba ba ba.	37:20.4	511		
17	YHB831	Bante bac biaculis ba but beget ba ba.	37:55.9	513		
17	TMZ629	Bnibh bin ba.	38:30.7	413		
17	JPU485	Benim bve bnonummy ba.	38:49.3	629		
17	YHB831	Benim beu.	39:09.7	513	209	200
17	XLW275	Bnisi bin ba.	39:32.4	511		
17	TYA561	Berat bmi bid bmauris bvitae best begestas bdolor.	40:04.4	515		
17	KSX968	Bquis beu but bnon ba bdis bcursus bligula biaculis beros.	40:43.3	409		
17	KMA503	Bante bat but ba ba bdapibus.	41:30.8	409		
17	GPJ498	Belit bid bve betiam.	43:04.1	629		
17	KSP816	Beget bve.	43:04.2	517		
17	WTB963	Berat bac bduis.	46:01.9	513		
17	JBQ468	Bnisi bid ba bsociosqu bsollicitudin.	47:29.5	515	413	400
17	CSW718	Bquis bid ba bbibendum ba.	47:38.3	507		
17	CSW718	Bodio bet ba bplatea bnon betiam ba bsenectus ba ba brutrum.	47:52.1	507		
17	JBQ468	Berat bat ba bplacerat bante bsagittis ba bprimis.	47:54.6	515		
17	CSW718	Beget bad ba bturpis bdis bvelit bet.	48:07.7	507		
17	WTB963	Borci bad.	48:24.2	513	209	200
17	CSW718	Borci bad bid bauctor.	48:36.9	507		
17	XFN395	Bpede bet.	48:40.3	409		
17	CSW718	Beros bmi ba bsem bleo bquam.	48:51.8	507		
17	GFM783	Bpede bet bnibh bnunc bnam bad bnam ba ba btristique bduis bad.	49:03.5	209		
17	CSW718	Beget bac ba ba ba ba bmi bve ba.	49:08.4	507		
17	SNI285	Bamet bid ba.	49:11.9	413		
17	KSX968	Bcras bin ba ba bmi bridiculus bclass.	50:07.7	409		
17	WTB963	Bnunc bac ba ba belit.	50:42.2	513		
17	KSX968	Borci bmi ba ba.	50:50.9	409		
17	GFM783	Bquis bve ba bporta barcu beget.	51:00.9	209		
17	KSX968	Borci bid bet ba ba bnisl ba ba bvulputate bnisi bmi ba bsem ba blacinia ba.	51:30.1	409		
17	SVP127	Bquam bet.	52:30.8	607		
17	SVP127	Bodio beu ba bmollis bturpis bcubilia ba bconubia ba bdictum ba.	52:57.5	607		
17	FMU279	Bnunc bve ba bmus.	53:11.8	205		100
17	SVP127	Bante bat.	53:34.0	607		
17	TRL028	Benim but bduis btellus ba bquis ba bsed ba best baptent but.	54:07.6	409		
17	SVP127	Benim bve bfeugiat ba bligula.	54:11.0	607		
17	SVP127	Beget bat ba bdis bmetus begestas bsit ba bvulputate ba.	54:38.7	607		
17	TRL028	Belit beu ba beros ba bjusto bamet.	55:30.1	409		
17	QVP853	Bquis but ba ba bmus bquis ba bsociis bmi.	55:37.6	515		
17	TFX540	Bante bve.	55:41.3	409		
17	QVP853	Bquam bad ba bac ba bmi bve bcum bpurus ba bsem.	56:18.0	515	503	500
17	NKM173	Bnisl bmi ba ba badipiscing bpede betiam bnec.	58:43.4	513		
17	NKM173	Bnisi bad bid ba best ba blobortis ba bnon ba bnec bsed ba ba ba.	59:41.4	513		
17	NKM173	Bodio bmi ba bsit ba ba ba.	00:26.5	513		
17	JYL728	Berat bac ba bnullam burna belementum bper bmus.	04:06.5	629		
17	USH564	Bduis bat bve ba ba bquam bleo bhac ba ba ba.	04:30.6	507		
17	USH564	Borci bve ba bvolutpat bsollicitudin benim ba.	04:52.5	507		
17	TMZ629	Beget bet ba.	05:02.4	209		
17	USH564	Bpede beu ba.	05:15.1	507		
17	USH564	Barcu bve ba bat.	05:50.0	507		
17	USH564	Burna beu.	06:13.9	507		
17	NKM173	Bquis bad.	06:19.8	513		
17	XFN395	Beget but ba bdis bmetus bnunc bquam beni ba beu bmi ba.	06:48.6	409		
17	USH564	Beros bin ba bmi ba bid.	07:02.5	507		
17	XFN395	Bnunc beu.	07:08.8	409		
17	SIW958	Bdiam bat ba ba begestas bnec bve.	07:45.0	629		
17	SIW958	Borci bet ba bdiam belit bplatea bdui ba.	08:16.9	629		
17	SIW958	Bcras bat.	08:45.5	629		
17	DVM139	Beros bmi beu bneque ba bcum borci.	08:46.5	517	507	500
17	ERC382	Berat bin ba btortor ba ba bornare bante but ba ba blectus but ba.	08:48.6	205		100
17	SIW958	Bnisi bad ba ba ba ba bnetus bvehicula bcurae.	09:18.3	629		
17	DVM139	Bpede but bfeugiat baugue bnibh blibero bdonec bper bhac.	09:24.8	517		
17	SIW958	Bnisl bin ba bdis bid barcu bpurus beni bnec bmassa.	09:40.8	629		
17	XLW275	Bcras but ba belit bnetus bvel ba belit ba ba ba bleo bper bmollis.	10:33.1	515		
17	XLW275	Burna bat bpretium bmetus ba ba btempor bridiculus ba bligula bsit bet.	11:16.9	515	503	500
17	DVM139	Burna but bad bvel bdolor.	11:47.6	517	309	300
17	OTS758	Bdiam bmi bin bet.	11:59.4	515		
17	TPJ583	Bcras bid ba bligula bfacilisi ba.	12:00.4	517		
17	OTS758	Beget bmi bet bnetus ba ba but ba.	12:22.0	515		
17	AJF195	Bnunc beu.	12:53.2	511		
17	DZV145	Bnibh bat ba ba bsapien betiam.	12:59.6	513		
17	XLW275	Barcu bin ba bsit bauctor bin bac beu bat bnon bmaecenas bmi baenean brisus.	13:00.7	515	503	500
17	DVM139	Burna bmi bad ba beu ba bquam bfusce bat bnulla btaciti ba ba.	13:01.2	517	503	500
17	XWK825	Bnisl bat.	13:03.9	629		
17	JYL728	Bpede bmi ba bpede ba.	13:12.5	515		
17	XLW275	Burna beu.	13:34.9	515		
17	TRL028	Bpede bmi ba beu ba bvarius bpede bmi bnibh but ba bvel ba best benim.	13:44.5	409		
17	AJF195	Burna bve ba beu bodio bdis ba bhac belit ba.	13:50.8	511		
17	QBG963	Bnibh but ba ba bquis bornare.	14:06.4	107		
17	TRL028	Bamet bet ba ba but blibero ba bprimis ba bmattis ba.	14:19.4	409		
17	TPJ583	Bamet bac.	14:19.6	517		
17	DVM139	Bnibh bad ba ba btempus bnon bmagna brhoncus bper bat ba bsemper ba ba ba.	14:20.3	517		
17	TRL028	Bduis bac bmi bhac btortor betiam bid ba berat ba.	14:38.3	409		
17	DVM139	Bnisi but bodio bcum ba ba bhac bdiam bpede bdictum ba ba bid.	15:22.6	517	503	500
17	ALE837	Belit bve ba baptent beu bmassa ba bmollis beni bporta benim betiam bvel.	15:50.5	413		
17	NKE126	Barcu bin.	17:02.7	409		
17	OSR174	Bnisl bad ba bin ba ba bquam ba ba bin.	17:54.7	629		
17	PMN417	Bquis bin bet ba ba bve ba ba blibero bin.	18:28.4	209		
17	DVM139	Bdiam bid ba ba bmi bet bdui bnec beros bnibh ba ba bac baptent.	18:53.5	517	501	500
17	OSR174	Beros bac ba.	19:19.7	629		
17	AJF195	Bnunc bad.	19:50.9	511		
17	QBG963	Bquis beu ba bin ba bin bdonec.	20:45.7	107		
17	CJQ075	Bduis bet ba bcum.	21:11.9	507		
17	CJQ075	Bnisl bad ba best.	21:25.5	507		
17	TEP325	Bnisi bve ba bfelis bad ba.	21:28.6	409		
17	ELJ539	Bdiam bac ba ba.	21:35.5	629		
17	CJQ075	Barcu bid ba.	21:42.4	507		
17	ELJ539	Beget bad ba beu bpede bmagnis.	21:55.3	629		
17	TEP325	Burna but ba ba bhac ba ba bsociis.	21:58.0	409		
17	CJQ075	Belit bac ba bmi.	22:03.5	507		
17	OTX594	Bnisi bve.	22:03.9	629		
17	GPJ498	Berat bet ba ba bleo ba ba brutrum bnon.	22:12.1	517	505	500
17	ZDI213	Berat but.	22:15.1	209		
17	ELJ539	Benim beu ba ba ba ba.	22:18.0	629		
17	CJQ075	Benim bin bnonummy borci ba ba bvarius ba beros ba ba bcum beni bdonec bsagittis.	22:22.5	507		
17	TEP325	Bdiam but ba.	22:29.0	409		
17	ELJ539	Bodio bmi.	22:36.0	629		
17	TEP325	Bpede bid ba bmalesuada bodio bid ba.	22:50.7	409		
17	GPJ498	Bcras bmi.	23:11.2	517	509	500
17	TEP325	Burna bat ba bad bproin bmagnis bin bmassa ba ba ba.	23:19.6	409		
17	DZV145	Bnisl beu ba ba bfacilisis ba bad ba bdis bcurae bmattis bfusce.	23:26.0	513		
17	TEP325	Beros bat ba ba blectus bat bmollis ba ba ba.	23:46.5	409		
17	ELJ539	Bamet bet ba.	24:03.2	629		
17	ZHB578	Beget beu ba ba bad bat but bmus bdis bat ba.	24:24.4	629		
17	ELJ539	Bodio bmi ba bturpis ba.	24:27.7	629		
17	QBG963	Bduis beu bnisi bmorbi bet ba brutrum bad.	24:46.9	107		
17	ALE837	Bnisi bad ba bvolutpat bconsectetuer bcras ba beu.	25:23.7	209		
17	ZHB578	Bnunc bid bfeugiat bnetus bid btempor.	25:36.0	629		
17	QBG963	Borci bad bmi.	26:56.6	107		
17	KMA503	Beget bad.	27:00.5	413		
17	NKE126	Beget bve ba ba ba bquam ba bad bproin.	28:05.3	409		
17	YGL283	Bnunc bac ba bmus btortor ba beni ba.	28:21.2	205		
17	NKE126	Beros bat.	28:30.9	409		
17	YDL247	Bnisl bid ba bmi bsed bid.	30:01.2	507		
17	YDL247	Bnunc beu ba ba bquam.	30:17.2	507		
17	YDL247	Bamet bac ba bturpis ba ba ba beni bquis bodio ba bnetus ba bnon beros.	30:33.2	507		
17	YDL247	Borci bin ba bmetus bturpis ba bnascetur bduis ba bnec bper bad bodio bet.	30:51.4	507		
17	LEA891	Belit bac ba but bdui bad bfusce beu.	31:01.5	629		
17	YDL247	Bante bac ba bat ba ba bnec.	31:10.6	507		
17	LEA891	Bquis bmi ba ba bfelis bpraesent blacus.	31:19.1	629		
17	YDL247	Bquis bmi ba ba ba bamet bad.	31:29.0	507		
17	QBG963	Bduis bad ba btellus but ba.	31:43.1	107		
17	YDL247	Burna bad ba.	31:43.8	507		
17	YDL247	Bnibh bat bquisque ba bet bat bplatea.	32:00.3	507		
17	YDL247	Burna bid ba.	32:21.5	507		
17	LEA891	Bamet bac ba ba bet ba bnec.	32:26.4	629		
17	INW067	Barcu but bmi bleo bat ba borci bdis bmi bjusto bad.	32:27.4	515		
17	ALE837	Berat bac beu ba.	33:09.2	209		
17	INW067	Burna bve binteger binceptos beni ba.	33:14.7	515		
17	LEA891	Burna bve.	34:09.5	629		
17	PMG926	Bnunc bad.	34:38.2	513		
17	ERC382	Bnunc beu.	34:45.8	409		
17	PMG926	Bquam beu.	35:14.3	513		
17	LEA891	Bpede bat ba ba bipsum ba bclass ba.	35:23.7	629		
17	PMG926	Beget bat ba bet bfelis beu ba ba bornare bplacerat.	35:37.9	513		
17	YDL247	Bdiam bve ba bodio ba bmi bornare ba bmus.	35:41.6	507		
17	OTX594	Bnisl bve ba bid.	36:18.5	515		
17	LEA891	Belit bve.	37:03.7	629		
17	IFP328	Berat bid ba bluctus ba bac ba.	37:12.5	607		
17	FMU279	Beros beu ba ba ba ba bvitae ba.	37:15.4	409		
17	SVP127	Bante bve bad ba bmus bplatea bmagna bper bquisque bmi ba belit ba.	37:25.4	629		
17	FMU279	Beros beu.	37:38.1	409		
17	IFP328	Bquam beu ba bhac.	37:38.1	607		
17	LEA891	Burna bmi ba bvel bsuspendisse ba.	37:51.6	629		
17	FMU279	Berat bad bet bnisl ba.	37:59.0	409		
17	RAI572	Bnunc bac beu bve bper.	38:04.3	409		
17	IFP328	Bante bid.	38:08.3	607		
17	FMU279	Belit bad bet bid ba beros.	38:28.1	409		
17	IFP328	Beget but.	38:35.8	607		
17	LEA891	Bpede bet ba bnec ba bnam beget bpede bin ba.	38:53.8	629		
17	IFP328	Bamet beu ba blitora bper ba ba benim.	39:10.4	607		
17	YHB831	Bdiam bat.	39:33.5	517		
17	TFX540	Belit bad.	40:26.1	413		
17	YHB831	Bdiam bat beu bmi.	40:38.5	517		
17	GQV369	Bnibh bet ba beni ba blectus.	41:09.3	409		
17	YHB831	Bquis but bcubilia ba btempor bac.	41:19.2	517		
17	QMA357	Beget bac ba ba ba belit ba bhac bat bpharetra ba bhac ba ba bmi.	42:03.0	409		
17	QMA357	Bpede bac.	42:24.2	409		
17	WTB963	Bpede bmi ba bcurae beros bid bad ba ba bpotenti bcum.	44:05.0	517		
17	LTV094	Bante bet ba.	44:44.2	409		
17	WQB451	Bpede bat ba.	44:53.1	209		
17	ERC382	Bduis bad bve belit ba ba bvelit ba ba bnec.	47:42.1	409		
17	GFM783	Burna bve ba.	47:43.1	507		
17	GFM783	Bdiam bve bat bhac bac ba bornare bdui beni.	48:00.5	507		
17	QDR380	Berat bad ba ba beu beros benim bdictum bmus.	48:50.1	513	273	200
17	WTB963	Bquis bmi bid ba bsem bsemper beni bvelit binteger.	50:26.5	517		
17	LNW546	Bquam bet ba bplatea bmattis ba bamet ba ba.	50:28.7	107		
17	RHX208	Bcras bid ba beni bviverra but ba.	53:14.7	409		
17	QDR380	Bnibh bid.	53:51.6	513		
17	QDR380	Bnibh bet ba ba ba bnonummy ba bid bcursus.	54:13.0	513		
17	GOB710	Bnisl bat ba bsit bcum bac bsed ba.	54:55.4	511		
17	SZP362	Borci but ba ba.	55:05.1	607		
17	QDR380	Burna bid ba ba bid bcras benim.	55:07.6	513	209	200
17	FIX581	Bnunc bat ba ba.	55:11.3	629		
17	SZP362	Bquis bid ba best ba ba ba bclass bturpis beni best bmi beget.	55:34.8	607		
17	FIX581	Bamet beu ba bfames bfermentum.	55:48.4	629		
17	QDR380	Berat but barcu ba ba bnam bmi benim ba ba.	56:04.0	513		
17	SZP362	Bamet bat ba beu.	56:07.7	607		
17	SZP362	Belit bat.	56:48.3	607		
17	AJF195	Berat bad bmi.	57:14.9	515		
17	FIX581	Borci bac ba.	57:40.0	629		
17	AJF195	Bamet bmi.	57:40.4	515		
17	QVP853	Bodio bat ba berat bve ba bsed.	58:03.6	629		
17	FIX581	Beros bve ba bnunc ba ba ba ba.	58:11.8	629		
17	FIX581	Bdiam bat but bmi beu ba ba.	58:30.5	629		
17	AJF195	Bodio bac.	58:49.7	515		
17	FIX581	Bduis bid ba bve ba ba.	59:02.5	629		
17	TFX540	Bante bin ba beros.	59:53.0	209		
17	GQV369	Belit bat bve bmi ba ba bmagnis ba ba ba bnibh.	59:53.1	409		
17	LVP764	Bquis bet begestas bfacilisi bvel ba.	00:46.6	515		
17	GQV369	Bduis bad.	00:48.4	409		
17	GQV369	Bnisl bat bve.	01:26.6	409		
17	PMN417	Bnisi bve ba bac bper ba bmorbi ba bnibh ba ba btorquent bcras.	01:28.7	509	409	400
17	TRL028	Burna bet ba ba ba bid ba but bmus beni ba.	01:55.3	413		
17	GQV369	Belit bet ba brisus.	02:05.9	409		
17	GQV369	Beget bad ba bneque bid.	02:40.3	409		
17	TMZ629	Bnibh bad ba ba ba bvitae bduis bnostra ba blibero bat bsemper.	02:43.8	507		
17	TMZ629	Borci bat ba bsapien bnec ba bve bmassa bet.	03:13.4	507		
17	TMZ629	Bnunc bac ba bac ba ba bsem but bdolor.	03:44.1	507		
17	EUZ386	Bquis bac.	04:28.5	509	409	400
17	NKM173	Bduis bat ba ba bsemper ba bsemper bad ba baenean ba.	05:12.8	517		
17	TYA561	Bamet bad.	05:33.4	629		
17	TYA561	Bduis bve ba bin.	05:57.6	629		
17	TYA561	Berat bve ba ba ba beu ba ba.	06:25.5	629		
17	NKM173	Bnibh bve bad bquis ba bsed ba bporta ba best.	06:33.0	517		
17	QZB271	Bpede bmi bac ba ba bnisl ba bsit ba binteger bvarius bvehicula beu bleo bmi bac bdui.	06:33.2	409		
17	TMZ629	Bnibh bet ba bvelit bnon but bmollis btaciti ba ba bin burna bsit bac ba bpede blibero ba.	06:38.6	507		
17	TMZ629	Bduis beu bnunc bdui ba bmassa bamet bhendrerit bvel ba ba.	07:04.0	507		
17	TEP325	Bduis but ba bnam bmorbi bblandit bturpis bbibendum bmi bnon.	07:05.1	413		
17	NKM173	Bduis bet bgravida bproin.	07:27.2	517		
17	TEP325	Bduis bid.	07:29.0	413		
17	PMN417	Bcras bin ba bad.	07:37.3	509		
17	TEP325	Belit beu ba bcursus bac bmattis bquam ba bcommodo bsem ba bquis.	07:57.6	413		
17	XLW275	Bante bac ba bvel bligula ba ba.	08:21.3	515		
17	NKM173	Beros bin.	08:28.5	517		
17	TMZ629	Berat but.	08:56.7	507		
17	XLW275	Bnisl bet but benim.	08:57.9	515		
17	TMZ629	Burna but ba ba.	09:12.9	507		
17	UBJ603	Beget bac bad bmus bnec bfames btempus bfames bporta ba bet ba baenean.	09:27.0	629		
17	TMZ629	Bdiam bat bet.	09:30.2	507		
17	UBJ603	Bnisl beu ba bhac bproin ba btellus bfames ba ba ba ba bquis ba bdiam.	09:56.1	629		
17	TRL028	Beget bat bquis ba ba ba beni ba.	10:05.6	209		
17	XLW275	Bpede bat ba but bnetus ba ba.	10:16.2	515		
17	UBJ603	Benim bve ba ba ba beros bnec.	10:21.0	629		
17	XLW275	Bnunc bin ba but bnam bmi barcu ba ba.	10:55.8	515		
17	NUR218	Bnisi bve ba bsodales blibero ba.	11:18.8	517	509	500
17	NUR218	Barcu bin ba bin bcongue ba ba bnetus brutrum ba ba brutrum bac ba.	12:16.2	517	509	500
17	USD901	Bcras beu ba.	13:41.7	629		
17	USD901	Berat bin ba bcum but bnisi bamet bhac.	14:10.0	629		
17	YGL283	Bcras bmi.	14:26.8	409		
17	USD901	Beros bad.	14:34.1	629		
17	YGL283	Bquam bid.	14:52.0	409		
17	EJH762	Beget beu ba bmattis ba.	14:53.9	107		
17	YGL283	Burna but bat ba ba burna ba ba bmi bduis bnon bmi.	15:12.2	409		
17	USD901	Beros bmi.	15:12.5	629		
17	YGL283	Belit bid ba baptent bsit ba bduis bcum ba blibero bhendrerit bpretium ba bac bmagna ba ba bid.	15:47.9	409		
17	NKE126	Beros bin.	15:50.3	413		
17	MHU637	Bnisi bve beu bhac ba ba bin.	15:57.6	513		
17	USD901	Bnisl bve ba bin bnetus ba bnetus bcursus.	16:34.4	629		
17	DZV145	Belit bad ba bid bnon bleo beu bmi.	16:48.8	517		
17	USD901	Bnunc bac.	17:05.0	629		
17	DZV145	Barcu beu ba blacus ba bodio ba ba.	17:30.1	517		
17	ZDI213	Bnisl bet ba bper ba bsuscipit belit but ba beu.	18:38.5	509	409	400
17	SNI285	Burna beu.	19:10.0	507		
17	SNI285	Bnunc but ba binceptos beros ba ba ba.	19:26.3	507		
17	DZO637	Beget bac ba beu bfusce bad ba beu.	19:35.7	513		
17	SNI285	Borci bac ba bper bnunc bodio bid ba ba ba bpotenti.	19:53.0	507		
17	PMN417	Bquis bet ba ba ba.	20:01.7	509	409	400
17	SNI285	Bodio but ba bdis bmi ba baliquam bet ba bquam bet.	20:13.1	507		
17	NKE126	Bcras bin ba berat bodio baptent ba.	20:16.4	209		
17	CQU695	Burna but.	20:32.1	629		
17	SNI285	Bduis beu ba bmi bplatea bmagnis bad bvitae bac ba bdis.	20:33.7	507		
17	CQU695	Belit bve.	20:58.6	629		
17	SNI285	Bdiam bac bat bquis bquam ba ba btellus bpede bdui bet.	20:59.6	507		
17	SNI285	Borci bin bnisl ba ba bdolor bin ba bodio bdui ba.	21:15.7	507		
17	CQU695	Barcu bin ba bleo bullamcorper ba.	21:21.6	629		
17	TEP325	Burna beu bquam ba blectus ba blectus bac ba bmus.	21:38.7	209		
17	CQU695	Bdiam bat ba bdictumst.	21:43.1	629		
17	SNI285	Bnibh bet bat.	21:47.3	507		
17	SIW958	Bdiam but ba ba ba bid ba ba ba baptent ba blobortis bduis ba ba bsit ba bve.	22:12.6	607		
17	ZDI213	Berat bve ba bin.	22:21.9	509		
17	FMU279	Bquis bve bdiam bpede bsemper ba bconsectetuer bsem.	22:35.9	413		
17	FMU279	Bnisl bat.	22:58.7	413		
17	RHX208	Bante bmi bin bpede bsemper bvelit.	22:59.2	409		
17	FMU279	Barcu bve ba.	23:23.1	413		
17	RHX208	Bcras but ba berat ba ba.	23:29.4	409		
17	ZDI213	Bnisi bac bin bmi bet bmolestie ba ba.	24:14.2	509		
17	ARS065	Bnunc bat ba bcras bid ba ba bad bid ba.	25:50.5	409		
17	DZO637	Borci bet ba ba bmi blorem ba bparturient bac bad baugue ba ba.	26:54.4	513	273	200
17	DZO637	Burna bet ba bsapien ba but.	27:37.4	513	243	200
17	EJH762	Belit bin.	27:49.7	107		
17	EJH762	Bnibh bve ba bin bsem ba bsem.	28:43.4	107		
17	WQB451	Bquam bid ba bmollis ba but bnisi ba ba bvulputate bmassa bat ba ba ba.	31:03.3	507	401	400
17	WRT608	Barcu bat berat bplatea.	31:15.3	409		
17	WQB451	Borci bac.	31:28.9	507		
17	WQB451	Bcras bin blaoreet bamet ba ba bsem ba bnec.	31:47.6	507		
17	WQB451	Berat bve but ba bmi.	32:06.3	507		
17	WBH162	Borci bad ba.	32:21.3	629		
17	WQB451	Bnibh bet ba bnunc.	32:30.4	507		
17	RQJ940	Bpede bac ba ba bridiculus bvelit bat bmi bpurus.	32:35.3	513		
17	WQB451	Benim bet ba bprimis.	32:46.1	507		
17	TZO690	Bcras bin ba bquam ba bnam.	32:55.0	409		
17	WQB451	Bpede bid ba beu beni bvel bmi beros ba.	33:01.5	507		
17	CJQ075	Bquam bmi ba ba.	33:25.7	511		
17	WBH162	Barcu bet bac.	33:26.5	629		
17	RQJ940	Bquam bin.	33:30.0	513		
17	WQB451	Bante bmi bat bhac ba bodio ba burna ba.	33:47.9	507		
17	WBH162	Bamet but bad bcum bfaucibus bac btellus bduis.	33:54.8	629		
17	TZO690	Bduis bac beu ba bhac ba ba bcursus ba bduis beu ba.	34:08.0	409		
17	RQJ940	Benim bve ba berat ba ba ba bmi.	34:51.6	513		
