TS_LOAD	SYS_DESC	VEH_SER_NO	OPR_NAME
21:49.0	STVMS Tracking Top Station	GOB710	Top Station
21:51.0	STVMS Tracking Top Station	QDR380	Top Station
21:54.0	U-BOLT	USD901	Front U-Bolt
22:16.1	OMT Offline Tracking	AKC912	Enter Offline
24:39.0	U-BOLT	USD901	Rear U-Bolt
25:50.8	Hood Conveyor	TPJ583	Hood Upload
25:50.8	Assembly Line Tracker	QDR380	Pool 60 Start
25:51.6	Assembly Line Tracker	GOB710	Pool 60 Start
25:52.3	Assembly Line Tracker	PMG926	Pool 60 Start
25:53.1	Assembly Line Tracker	UBZ174	Pool 60 Start
25:53.8	Assembly Line Tracker	DZV145	Pool 60 Start
25:54.6	Assembly Line Tracker	AJF195	Pool 60 Start
25:55.3	Assembly Line Tracker	JOM027	Pool 60 Start
27:06.2	Cab in white conveyer	AYO527	CIW upload
28:19.9	Paint Inspection	QVP853	PAINT
30:23.8	Cab Conveyer	QJP284	Cab Upload 2
30:23.8	Cab Conveyor / Monorail	QJP284	Cab Upload
31:23.2	Cab call scan	UHP854	A Line
31:40.4	OMT Offline Tracking	DTP539	Enter Offline
32:44.8	Hood Conveyor	QVP853	Hood Upload
33:20.7	Cab in white conveyer	KNR831	CIW upload
33:24.0	U-BOLT	CQU695	Front U-Bolt
33:43.3	OMT Offline Tracking	IQS845	Enter Offline
35:47.7	Cab Conveyer	ZHB578	Cab Upload 2
35:47.7	Cab Conveyor / Monorail	ZHB578	Cab Upload
35:51.1	Assembly Line Tracker	TPJ583	Pool 13 Start
36:28.7	Hood Conveyor	YHB831	Hood Upload
37:28.5	Paint Inspection	XLW275	PAINT
37:50.7	Cab Call Scan	MGF879	B Line
38:07.0	U-BOLT	WBH162	Rear U-Bolt
38:21.0	U-BOLT	WBH162	Front U-Bolt
39:37.0	STVMS Tracking Chassis Start	OTX594	Chassis Start
39:41.0	STVMS Tracking Chassis Start	LVP764	Chassis Start
39:47.0	STVMS Tracking Chassis Start	JBQ468	Chassis Start
40:54.0	Assembly Line Tracker	QVP853	Pool 13 Start
41:44.3	Paint Inspection	INW067	PAINT
42:29.6	Hood Conveyor	XLW275	Hood Upload
43:16.6	Cab Conveyer	PGY640	Cab Upload 2
43:16.6	Cab Conveyor / Monorail	PGY640	Cab Upload
45:15.1	OMT Offline Tracking	IBA235	Enter Offline
45:15.1	OMT Offline Tracking	IBA235	Sold
45:48.0	OMT Offline Tracking	ZYA587	Enter Offline
45:50.8	Assembly Line Tracker	YHB831	Pool 13 Start
46:25.0	Cab call scan	CSM507	A Line
46:31.4	Cab in white conveyer	SYV137	CIW upload
46:57.5	Hood Conveyor	WTB963	Hood Upload
47:34.0	Paint Inspection	NKM173	PAINT
49:29.0	STVMS Tracking Chassis Start	TPJ583	Chassis Start
51:11.7	Cab in white conveyer	ZVI392	CIW upload
51:41.3	Hood Conveyor	INW067	Hood Upload
51:46.4	Paint Inspection	AJF195	PAINT
52:01.0	U-BOLT	TYA561	Front U-Bolt
52:14.4	Cab Call Scan	PRA475	B Line
55:04.1	Cab Conveyer	UHP854	Cab Upload 2
55:04.1	Cab Conveyor / Monorail	UHP854	Cab Upload
55:35.9	OMT Offline Tracking	FHL057	Enter Offline
56:14.0	STVMS Tracking Chassis Start	QVP853	Chassis Start
56:34.2	Hood Conveyor	NKM173	Hood Upload
59:14.0	U-BOLT	DVM139	Front U-Bolt
59:43.1	Cab in white conveyer	LGO801	CIW upload
00:20.2	Cab Conveyer	FIX581	Cab Upload 2
00:20.2	Cab Conveyor / Monorail	FIX581	Cab Upload
00:50.8	Assembly Line Tracker	WTB963	Pool 13 Start
00:51.6	Assembly Line Tracker	XLW275	Pool 13 Start
01:45.0	U-BOLT	DVM139	Rear U-Bolt
02:49.8	Cab call scan	QFW209	A Line
03:46.6	Cab in white conveyer	FTI824	CIW upload
04:35.1	Paint Inspection	JOM027	PAINT
04:58.8	OMT Offline Tracking	MBP046	Enter Offline
05:50.8	Assembly Line Tracker	INW067	Pool 13 Start
07:12.0	STVMS Tracking Chassis Start	YHB831	Chassis Start
08:12.7	Cab Conveyer	MGF879	Cab Upload 2
08:12.7	Cab Conveyor / Monorail	MGF879	Cab Upload
08:46.9	Paint Inspection	DZV145	PAINT
10:31.6	Hood Conveyor	JOM027	Hood Upload
10:47.0	U-BOLT	GPJ498	Front U-Bolt
13:20.3	Cab in white conveyer	VCM016	CIW upload
13:48.0	STVMS Tracking Chassis Start	XLW275	Chassis Start
13:48.2	Hood Conveyor	AJF195	Hood Upload
15:33.3	Cab Conveyer	CSM507	Cab Upload 2
15:33.3	Cab Conveyor / Monorail	CSM507	Cab Upload
15:50.9	Assembly Line Tracker	NKM173	Pool 13 Start
17:12.0	STVMS Tracking Top Station	CSW718	Top Station
18:03.0	U-BOLT	UBJ603	Rear U-Bolt
18:11.0	U-BOLT	UBJ603	Front U-Bolt
18:38.0	Cab in white conveyer	PJL425	CIW upload
19:34.7	Cab Call Scan	TUQ327	B Line
19:48.4	Hood Conveyor	DZV145	Hood Upload
20:04.6	Paint Inspection	OLI345	PAINT
20:51.7	Assembly Line Tracker	CSW718	Pool 60 Start
21:54.7	Cab Conveyer	PRA475	Cab Upload 2
21:54.7	Cab Conveyor / Monorail	PRA475	Cab Upload
22:59.0	STVMS Tracking Chassis Start	WTB963	Chassis Start
24:03.4	OMT Offline Tracking	ACM236	Enter Offline
24:22.4	Cab call scan	SZP362	A Line
24:24.9	OMT Offline Tracking	BRL042	Enter Offline
25:26.0	U-BOLT	JYL728	Rear U-Bolt
25:49.7	Paint Inspection	PMG926	PAINT
26:09.2	Cab in white conveyer	CMI143	CIW upload
30:42.3	OMT Offline Tracking	TPG078	Enter Offline
30:50.9	Assembly Line Tracker	AJF195	Pool 13 Start
30:51.7	Assembly Line Tracker	JOM027	Pool 13 Start
31:01.6	Paint Inspection	UBZ174	PAINT
32:02.0	U-BOLT	OTS758	Front U-Bolt
32:13.6	Cab Call Scan	ELJ539	B Line
33:19.0	U-BOLT	OTS758	Rear U-Bolt
33:19.3	Cab in white conveyer	IOU412	CIW upload
34:41.3	Cab Conveyer	QFW209	Cab Upload 2
34:41.3	Cab Conveyor / Monorail	QFW209	Cab Upload
37:38.0	STVMS Tracking Chassis Start	INW067	Chassis Start
37:42.0	STVMS Tracking Chassis Start	NKM173	Chassis Start
38:00.4	Cab in white conveyer	FHU982	CIW upload
38:58.0	U-BOLT	NUR218	Front U-Bolt
39:17.2	Paint Inspection	GOB710	PAINT
39:32.0	Cab call scan	SVP127	A Line
39:42.6	Cab Conveyer	SZP362	Cab Upload 2
39:42.6	Cab Conveyor / Monorail	SZP362	Cab Upload
41:05.6	OMT Offline Tracking	XPR275	Enter Offline
41:45.0	OMT Offline Tracking	EUL768	Enter Offline
42:34.0	STVMS Tracking Chassis Start	JOM027	Chassis Start
46:10.6	Cab Conveyer	TUQ327	Cab Upload 2
46:10.6	Cab Conveyor / Monorail	TUQ327	Cab Upload
47:16.0	U-BOLT	XWK825	Front U-Bolt
47:34.0	U-BOLT	XWK825	Rear U-Bolt
49:10.0	Cab Call Scan	IFP328	B Line
50:35.0	U-BOLT	XWK825	Rear U-Bolt
52:44.0	STVMS Tracking Chassis Start	AJF195	Chassis Start
53:37.9	OMT Offline Tracking	GYI954	Enter Offline
53:50.4	Cab call scan	DKW659	A Line
54:34.0	U-BOLT	KSP816	Front U-Bolt
55:44.0	U-BOLT	KSP816	Rear U-Bolt
55:52.6	Assembly Line Tracker	DZV145	Pool 13 Start
56:53.2	OMT Offline Tracking	YTP390	Enter Offline
56:53.2	OMT Offline Tracking	YTP390	Sold
00:08.0	U-BOLT	OTX594	Rear U-Bolt
05:50.8	Assembly Line Tracker	PMG926	Pool 13 Start
05:51.7	Assembly Line Tracker	UBZ174	Pool 13 Start
10:50.8	Assembly Line Tracker	GOB710	Pool 13 Start
15:56.4	Cab in white conveyer	YCR723	CIW upload
16:32.0	Hood Conveyor	PMG926	Hood Upload
19:25.3	Hood Conveyor	UBZ174	Hood Upload
21:14.6	Cab Conveyer	SVP127	Cab Upload 2
21:14.6	Cab Conveyor / Monorail	SVP127	Cab Upload
22:54.2	Cab in white conveyer	EBL860	CIW upload
29:16.9	Cab Conveyer	ELJ539	Cab Upload 2
29:16.9	Cab Conveyor / Monorail	ELJ539	Cab Upload
29:44.6	Cab in white conveyer	AHN391	CIW upload
31:42.6	Paint Inspection	QDR380	PAINT
37:02.0	U-BOLT	OTX594	Front U-Bolt
38:15.3	Cab in white conveyer	KFN372	CIW upload
38:33.0	STVMS Tracking Chassis Start	DZV145	Chassis Start
38:38.0	STVMS Tracking Chassis Start	UBZ174	Chassis Start
39:18.0	Cab call scan	LEA891	A Line
39:50.1	Cab Conveyer	DKW659	Cab Upload 2
39:50.1	Cab Conveyor / Monorail	DKW659	Cab Upload
40:01.3	Paint Inspection	ZPW452	PAINT
41:02.4	OMT Offline Tracking	WXK853	Enter Offline
41:29.0	U-BOLT	LVP764	Front U-Bolt
43:25.5	Cab Call Scan	JPU485	B Line
44:30.6	Cab in white conveyer	DPH631	CIW upload
44:45.3	Paint Inspection	CSW718	PAINT
45:29.1	Paint Inspection	USH564	PAINT
45:45.0	STVMS Tracking Chassis Start	PMG926	Chassis Start
50:59.0	U-BOLT	JBQ468	Front U-Bolt
52:02.0	U-BOLT	JBQ468	Rear U-Bolt
52:10.0	STVMS Tracking Chassis Start	GOB710	Chassis Start
52:52.4	OMT Offline Tracking	IXM739	Enter Offline
54:08.3	Hood Conveyor	QDR380	Hood Upload
54:38.7	Paint Inspection	MHU637	PAINT
57:25.0	U-BOLT	TPJ583	Front U-Bolt
57:33.7	Cab call scan	OSR174	A Line
59:05.0	Cab in white conveyer	MPO083	CIW upload
59:31.0	U-BOLT	TPJ583	Rear U-Bolt
59:39.0	Hood Conveyor	GOB710	Hood Upload
00:05.0	STVMS Tracking Chassis Start	QDR380	Chassis Start
00:10.5	Cab Conveyer	IFP328	Cab Upload 2
00:10.5	Cab Conveyor / Monorail	IFP328	Cab Upload
00:30.6	OMT Offline Tracking	SOU593	Enter Offline
00:52.3	Assembly Line Tracker	QDR380	Pool 13 Start
00:55.3	OMT Offline Tracking	HMJ710	Enter Offline
00:55.3	OMT Offline Tracking	HMJ710	Sold
03:18.4	Cab Call Scan	SIW958	B Line
03:33.0	STVMS Tracking Top Station	ZPW452	Top Station
03:36.0	STVMS Tracking Top Station	MHU637	Top Station
03:39.0	STVMS Tracking Top Station	USH564	Top Station
03:42.0	STVMS Tracking Top Station	DZO637	Top Station
03:46.0	STVMS Tracking Top Station	CJQ075	Top Station
03:50.0	STVMS Tracking Top Station	LOF143	Top Station
03:53.0	STVMS Tracking Top Station	RQJ940	Top Station
03:56.0	STVMS Tracking Top Station	JCM567	Top Station
03:59.0	STVMS Tracking Top Station	GFM783	Top Station
04:21.0	U-BOLT	QVP853	Rear U-Bolt
04:47.9	Cab Call Scan	USD901	B Line
05:20.0	U-BOLT	QVP853	Front U-Bolt
05:52.0	Assembly Line Tracker	GFM783	Pool 60 Start
05:53.0	Assembly Line Tracker	JCM567	Pool 60 Start
05:53.9	Assembly Line Tracker	RQJ940	Pool 60 Start
05:54.8	Assembly Line Tracker	LOF143	Pool 60 Start
05:55.7	Assembly Line Tracker	CJQ075	Pool 60 Start
05:56.6	Assembly Line Tracker	DZO637	Pool 60 Start
05:57.5	Assembly Line Tracker	CSW718	Pool 13 Start
05:58.3	Assembly Line Tracker	USH564	Pool 60 Start
05:59.1	Assembly Line Tracker	MHU637	Pool 60 Start
06:00.0	Assembly Line Tracker	ZPW452	Pool 60 Start
06:02.1	Cab in white conveyer	FPI264	CIW upload
07:39.0	STVMS Tracking Chassis Start	CSW718	Chassis Start
07:52.3	Hood Conveyor	CSW718	Hood Upload
08:37.3	Cab Conveyer	LEA891	Cab Upload 2
08:37.3	Cab Conveyor / Monorail	LEA891	Cab Upload
11:21.8	Cab Conveyer	JPU485	Cab Upload 2
11:21.8	Cab Conveyor / Monorail	JPU485	Cab Upload
11:38.7	OMT Offline Tracking	EJO928	Enter Offline
11:38.7	OMT Offline Tracking	EJO928	Sold
12:10.0	Cab in white conveyer	SPI314	CIW upload
12:25.4	Cab call scan	CQU695	A Line
13:41.0	U-BOLT	YHB831	Front U-Bolt
15:51.7	Assembly Line Tracker	ZPW452	Pool 13 Start
17:13.1	Cab Conveyer	SIW958	Cab Upload 2
17:13.1	Cab Conveyor / Monorail	SIW958	Cab Upload
17:37.1	OMT Offline Tracking	MVW427	Enter Offline
18:59.0	STVMS Tracking Chassis Start	ZPW452	Chassis Start
19:29.8	Cab in white conveyer	AGU058	CIW upload
20:50.9	Assembly Line Tracker	MHU637	Pool 13 Start
21:39.0	U-BOLT	XLW275	Rear U-Bolt
21:50.0	U-BOLT	XLW275	Front U-Bolt
22:35.2	Paint Inspection	DZO637	PAINT
24:45.0	STVMS Tracking Chassis Start	MHU637	Chassis Start
27:16.4	Paint Inspection	CJQ075	PAINT
27:45.2	Cab in white conveyer	QZH295	CIW upload
27:51.6	Cab Call Scan	WBH162	B Line
28:29.4	OMT Offline Tracking	AMZ845	Enter Offline
29:07.0	U-BOLT	WTB963	Front U-Bolt
30:51.8	Assembly Line Tracker	USH564	Pool 13 Start
32:59.0	STVMS Tracking Chassis Start	USH564	Chassis Start
33:01.1	Cab Conveyer	OSR174	Cab Upload 2
33:01.1	Cab Conveyor / Monorail	OSR174	Cab Upload
33:37.2	Paint Inspection	RQJ940	PAINT
35:44.8	Cab in white conveyer	SEK173	CIW upload
35:51.8	Assembly Line Tracker	DZO637	Pool 13 Start
36:10.0	OMT Offline Tracking	HQD748	Enter Offline
37:08.0	STVMS Tracking Top Station	EUZ386	Top Station
37:12.0	STVMS Tracking Top Station	TMZ629	Top Station
37:15.0	STVMS Tracking Top Station	SNI285	Top Station
37:18.0	STVMS Tracking Top Station	PMN417	Top Station
37:20.0	STVMS Tracking Top Station	ZDI213	Top Station
37:22.0	STVMS Tracking Top Station	ALE837	Top Station
37:25.0	STVMS Tracking Top Station	WQB451	Top Station
37:27.0	STVMS Tracking Top Station	KMA503	Top Station
37:29.0	STVMS Tracking Top Station	KSX968	Top Station
37:29.9	Cab Conveyer	USD901	Cab Upload 2
37:29.9	Cab Conveyor / Monorail	USD901	Cab Upload
37:31.0	STVMS Tracking Top Station	TFX540	Top Station
37:36.1	Paint Inspection	LOF143	PAINT
38:35.0	U-BOLT	WTB963	Rear U-Bolt
40:51.0	Assembly Line Tracker	TFX540	Pool 60 Start
40:51.9	Assembly Line Tracker	KSX968	Pool 60 Start
40:52.9	Assembly Line Tracker	KMA503	Pool 60 Start
40:53.8	Assembly Line Tracker	WQB451	Pool 60 Start
40:54.7	Assembly Line Tracker	ALE837	Pool 60 Start
40:55.6	Assembly Line Tracker	ZDI213	Pool 60 Start
40:56.4	Assembly Line Tracker	PMN417	Pool 60 Start
40:57.3	Assembly Line Tracker	SNI285	Pool 60 Start
40:58.2	Assembly Line Tracker	TMZ629	Pool 60 Start
40:59.1	Assembly Line Tracker	EUZ386	Pool 60 Start
41:00.0	Assembly Line Tracker	CJQ075	Pool 13 Start
41:14.0	U-BOLT	INW067	Front U-Bolt
41:18.0	OMT Offline Tracking	VQD376	Enter Offline
41:49.4	Cab Conveyer	CQU695	Cab Upload 2
41:49.4	Cab Conveyor / Monorail	CQU695	Cab Upload
41:55.8	Cab Call Scan	TYA561	B Line
42:05.9	Cab Call Scan	GPJ498	B Line
42:14.0	U-BOLT	INW067	Rear U-Bolt
42:28.4	Cab in white conveyer	TRJ645	CIW upload
43:13.0	STVMS Tracking Chassis Start	DZO637	Chassis Start
44:20.1	Cab call scan	DVM139	A Line
46:55.7	Paint Inspection	JCM567	PAINT
47:24.0	U-BOLT	NKM173	Front U-Bolt
48:04.9	Cab in white conveyer	CSV482	CIW upload
50:29.0	STVMS Tracking Chassis Start	CJQ075	Chassis Start
51:56.9	OMT Offline Tracking	QJP284	Enter Offline
54:54.0	U-BOLT	JOM027	Front U-Bolt
55:11.6	OMT Offline Tracking	ZHB578	Enter Offline
55:51.1	Assembly Line Tracker	LOF143	Pool 13 Start
55:58.0	U-BOLT	JOM027	Rear U-Bolt
57:10.2	Paint Inspection	GFM783	PAINT
57:28.7	Cab in white conveyer	NHZ581	CIW upload
58:02.0	STVMS Tracking Chassis Start	LOF143	Chassis Start
00:08.8	Cab Conveyer	WBH162	Cab Upload 2
00:08.8	Cab Conveyor / Monorail	WBH162	Cab Upload
00:30.3	Cab call scan	UBJ603	A Line
00:51.1	Assembly Line Tracker	RQJ940	Pool 13 Start
02:58.0	U-BOLT	AJF195	Rear U-Bolt
04:04.1	OMT Offline Tracking	PGY640	Enter Offline
04:17.7	Cab in white conveyer	YZU059	CIW upload
05:48.0	STVMS Tracking Chassis Start	RQJ940	Chassis Start
07:23.9	Cab Conveyer	TYA561	Cab Upload 2
07:23.9	Cab Conveyor / Monorail	TYA561	Cab Upload
09:17.0	U-BOLT	DZV145	Front U-Bolt
10:31.0	U-BOLT	DZV145	Rear U-Bolt
10:32.2	Cab in white conveyer	FZA809	CIW upload
10:56.8	Hood Conveyor	ZPW452	Hood Upload
11:28.7	Paint Inspection	EUZ386	PAINT
11:32.2	Cab Conveyer	DVM139	Cab Upload 2
11:32.2	Cab Conveyor / Monorail	DVM139	Cab Upload
13:27.0	STVMS Tracking Chassis Start	JCM567	Chassis Start
15:28.3	Hood Conveyor	MHU637	Hood Upload
18:00.4	Paint Inspection	TMZ629	PAINT
18:06.9	Cab call scan	OTS758	A Line
18:12.4	Cab Call Scan	JYL728	B Line
18:13.5	Cab in white conveyer	APZ612	CIW upload
18:51.0	U-BOLT	UBZ174	Front U-Bolt
20:02.5	Hood Conveyor	USH564	Hood Upload
20:25.0	STVMS Tracking Chassis Start	GFM783	Chassis Start
20:51.8	Assembly Line Tracker	EUZ386	Pool 13 Start
20:54.5	Assembly Line Tracker	GFM783	Pool 13 Start
20:55.3	Assembly Line Tracker	JCM567	Pool 13 Start
21:57.0	Cab Conveyer	GPJ498	Cab Upload 2
21:57.0	Cab Conveyor / Monorail	GPJ498	Cab Upload
22:08.7	OMT Offline Tracking	UHP854	Enter Offline
23:22.5	Cab in white conveyer	YWI795	CIW upload
24:25.1	OMT Offline Tracking	FIX581	Enter Offline
24:56.0	U-BOLT	PMG926	Front U-Bolt
25:09.5	Hood Conveyor	DZO637	Hood Upload
25:56.5	Cab Conveyer	UBJ603	Cab Upload 2
25:56.5	Cab Conveyor / Monorail	UBJ603	Cab Upload
26:04.8	Paint Inspection	SNI285	PAINT
26:09.0	U-BOLT	PMG926	Rear U-Bolt
28:22.6	Hood Conveyor	LOF143	Hood Upload
28:57.0	STVMS Tracking Chassis Start	EUZ386	Chassis Start
29:10.1	Cab in white conveyer	EVB234	CIW upload
30:20.2	Cab Call Scan	NUR218	B Line
30:48.9	Cab call scan	XWK825	A Line
32:08.0	U-BOLT	GOB710	Front U-Bolt
32:08.9	OMT Offline Tracking	MGF879	Enter Offline
33:09.0	Cab Conveyer	JYL728	Cab Upload 2
33:09.0	Cab Conveyor / Monorail	JYL728	Cab Upload
35:57.5	Assembly Line Tracker	TMZ629	Pool 13 Start
35:58.0	STVMS Tracking Chassis Start	TMZ629	Chassis Start
36:43.7	Cab in white conveyer	QRM025	CIW upload
40:15.0	U-BOLT	QDR380	Front U-Bolt
40:29.1	Cab in white conveyer	DCV243	CIW upload
40:51.0	Assembly Line Tracker	SNI285	Pool 13 Start
41:28.8	Paint Inspection	PMN417	PAINT
43:14.0	STVMS Tracking Chassis Start	SNI285	Chassis Start
44:14.8	OMT Offline Tracking	CSM507	Enter Offline
44:14.8	OMT Offline Tracking	CSM507	Sold
45:16.2	Paint Inspection	ZDI213	PAINT
46:49.0	U-BOLT	CSW718	Front U-Bolt
47:22.1	Cab Call Scan	KSP816	B Line
47:49.0	U-BOLT	CSW718	Rear U-Bolt
47:49.2	Cab Conveyer	OTS758	Cab Upload 2
47:49.2	Cab Conveyor / Monorail	OTS758	Cab Upload
47:51.7	Cab Call Scan	LVP764	B Line
48:10.2	Cab in white conveyer	YCU023	CIW upload
48:53.3	Cab call scan	OTX594	A Line
49:05.2	Paint Inspection	WQB451	PAINT
49:47.0	STVMS Tracking Chassis Start	PMN417	Chassis Start
50:46.3	Paint Inspection	ALE837	PAINT
51:00.6	Cab in white conveyer	QLV652	CIW upload
52:04.1	Cab Conveyer	NUR218	Cab Upload 2
52:04.1	Cab Conveyor / Monorail	NUR218	Cab Upload
55:00.0	U-BOLT	ZPW452	Front U-Bolt
55:36.7	OMT Offline Tracking	PRA475	Enter Offline
55:45.2	OMT Offline Tracking	QFW209	Enter Offline
55:51.1	Assembly Line Tracker	ZDI213	Pool 13 Start
55:52.0	Assembly Line Tracker	PMN417	Pool 13 Start
56:48.6	Cab in white conveyer	ADQ781	CIW upload
57:14.0	STVMS Tracking Chassis Start	ZDI213	Chassis Start
00:51.0	Assembly Line Tracker	ALE837	Pool 13 Start
03:24.5	Hood Conveyor	CJQ075	Hood Upload
03:31.0	U-BOLT	MHU637	Rear U-Bolt
04:23.1	Cab Conveyer	XWK825	Cab Upload 2
04:23.1	Cab Conveyor / Monorail	XWK825	Cab Upload
05:07.0	U-BOLT	MHU637	Front U-Bolt
05:16.2	Cab call scan	JBQ468	A Line
05:18.9	Paint Inspection	KMA503	PAINT
05:24.0	STVMS Tracking Chassis Start	ALE837	Chassis Start
05:51.0	Assembly Line Tracker	KMA503	Pool 13 Start
05:53.6	Assembly Line Tracker	WQB451	Pool 13 Start
06:12.8	Cab in white conveyer	EQD264	CIW upload
06:41.0	Hood Conveyor	RQJ940	Hood Upload
08:33.0	U-BOLT	USH564	Front U-Bolt
08:41.7	OMT Offline Tracking	SZP362	Enter Offline
09:42.0	U-BOLT	USH564	Rear U-Bolt
09:50.6	OMT Offline Tracking	TUQ327	Enter Offline
12:14.0	Cab Conveyer	KSP816	Cab Upload 2
12:14.0	Cab Conveyor / Monorail	KSP816	Cab Upload
14:10.2	Hood Conveyor	JCM567	Hood Upload
15:08.0	STVMS Tracking Chassis Start	WQB451	Chassis Start
15:51.8	Assembly Line Tracker	TFX540	Pool 13 Start
15:52.7	Assembly Line Tracker	KSX968	Pool 13 Start
15:56.4	Cab Conveyer	OTX594	Cab Upload 2
15:56.4	Cab Conveyor / Monorail	OTX594	Cab Upload
19:11.8	Cab call scan	QVP853	A Line
19:12.0	U-BOLT	DZO637	Front U-Bolt
19:16.9	Hood Conveyor	GFM783	Hood Upload
23:30.0	STVMS Tracking Chassis Start	KMA503	Chassis Start
24:13.0	Hood Conveyor	EUZ386	Hood Upload
26:19.0	U-BOLT	CJQ075	Front U-Bolt
27:27.7	Cab Call Scan	TPJ583	B Line
27:28.0	U-BOLT	CJQ075	Rear U-Bolt
33:07.0	U-BOLT	LOF143	Front U-Bolt
34:52.0	U-BOLT	LOF143	Rear U-Bolt
57:26.1	Hood Conveyor	TMZ629	Hood Upload
05:34.3	Hood Conveyor	SNI285	Hood Upload
12:53.2	Hood Conveyor	PMN417	Hood Upload
50:20.0	Cab in white conveyer	GJK683	CIW upload
55:08.8	Cab in white conveyer	HMS840	CIW upload
01:13.4	Cab in white conveyer	RBT219	CIW upload
06:45.2	Cab in white conveyer	YKN950	CIW upload
08:46.6	Paint Inspection	GQV369	PAINT
13:27.2	Cab in white conveyer	IXT460	CIW upload
15:54.9	Paint Inspection	QZB271	PAINT
22:13.2	Cab in white conveyer	DJZ516	CIW upload
36:07.1	Cab in white conveyer	YXF326	CIW upload
41:49.8	Cab in white conveyer	SPF970	CIW upload
45:14.5	Paint Inspection	NUX358	PAINT
48:03.2	Cab in white conveyer	JYZ708	CIW upload
54:18.8	Cab in white conveyer	YEK097	CIW upload
40:49.2	Cab Call Scan	YHB831	B Line
40:50.4	Assembly Line Tracker	XFN395	Pool 13 Start
41:09.7	OMT Offline Tracking	SVP127	Enter Offline
41:09.7	OMT Offline Tracking	SVP127	Sold
43:12.4	Cab Conveyer	JBQ468	Cab Upload 2
43:12.4	Cab Conveyor / Monorail	JBQ468	Cab Upload
43:12.9	OMT Offline Tracking	ELJ539	Enter Offline
43:55.0	Cab in white conveyer	RYJ284	CIW upload
43:57.2	Paint Inspection	DPL397	PAINT
46:16.2	Cab call scan	XLW275	A Line
48:28.8	Hood Conveyor	ZDI213	Hood Upload
49:04.2	Paint Inspection	ERC382	PAINT
50:42.7	Cab Conveyer	LVP764	Cab Upload 2
50:42.7	Cab Conveyor / Monorail	LVP764	Cab Upload
50:50.6	Assembly Line Tracker	TRL028	Pool 13 Start
50:54.3	Cab in white conveyer	EPR018	CIW upload
51:25.8	Paint Inspection	GDR742	PAINT
52:03.0	U-BOLT	RQJ940	Front U-Bolt
53:19.7	OMT Offline Tracking	IFP328	Enter Offline
53:21.4	Hood Conveyor	ALE837	Hood Upload
54:18.4	OMT Offline Tracking	DKW659	Enter Offline
54:54.5	Cab Conveyer	TPJ583	Cab Upload 2
54:54.5	Cab Conveyor / Monorail	TPJ583	Cab Upload
56:55.3	Cab in white conveyer	DPA037	CIW upload
57:50.7	Cab Call Scan	WTB963	B Line
58:11.8	Hood Conveyor	WQB451	Hood Upload
58:37.0	U-BOLT	JCM567	Front U-Bolt
59:38.9	Cab call scan	INW067	A Line
00:50.4	Assembly Line Tracker	TEP325	Pool 13 Start
01:33.5	Cab Conveyer	QVP853	Cab Upload 2
01:33.5	Cab Conveyor / Monorail	QVP853	Cab Upload
03:34.0	OMT Offline Tracking	JPU485	Enter Offline
05:50.4	Assembly Line Tracker	NKE126	Pool 13 Start
06:02.0	U-BOLT	GFM783	Front U-Bolt
06:41.9	Paint Inspection	SPA495	PAINT
07:24.4	Cab Conveyer	YHB831	Cab Upload 2
07:24.4	Cab Conveyor / Monorail	YHB831	Cab Upload
07:45.0	Cab in white conveyer	OQS570	CIW upload
10:30.4	OMT Offline Tracking	LEA891	Enter Offline
11:02.2	Cab Call Scan	NKM173	B Line
11:32.0	STVMS Tracking Chassis Start	KSX968	Chassis Start
11:35.0	STVMS Tracking Chassis Start	TFX540	Chassis Start
11:38.0	STVMS Tracking Chassis Start	XFN395	Chassis Start
11:41.0	STVMS Tracking Chassis Start	TRL028	Chassis Start
12:26.3	Paint Inspection	RAI572	PAINT
13:10.0	U-BOLT	EUZ386	Front U-Bolt
14:19.1	Cab call scan	JOM027	A Line
15:36.2	Cab Conveyer	XLW275	Cab Upload 2
15:36.2	Cab Conveyor / Monorail	XLW275	Cab Upload
16:43.7	Paint Inspection	LTV094	PAINT
18:05.0	U-BOLT	EUZ386	Rear U-Bolt
18:28.4	Paint Inspection	WRT608	PAINT
19:00.8	Hood Conveyor	KMA503	Hood Upload
19:53.3	OMT Offline Tracking	SIW958	Enter Offline
19:53.3	OMT Offline Tracking	SIW958	Sold
21:44.8	Hood Conveyor	KSX968	Hood Upload
22:21.0	Paint Inspection	YAP829	PAINT
22:22.0	U-BOLT	TMZ629	Front U-Bolt
22:47.0	STVMS Tracking Top Station	XFN395	Top Station
22:48.8	OMT Offline Tracking	OSR174	Enter Offline
23:57.4	Cab Conveyer	INW067	Cab Upload 2
23:57.4	Cab Conveyor / Monorail	INW067	Cab Upload
24:08.4	Cab Call Scan	DZV145	B Line
25:50.8	Assembly Line Tracker	QMA357	Pool 13 Start
25:51.2	Assembly Line Tracker	XFN395	Pool 60 Start
25:51.6	Assembly Line Tracker	FMU279	Pool 13 Start
26:36.5	Cab in white conveyer	KUR214	CIW upload
26:45.0	Hood Conveyor	XFN395	Hood Upload
26:50.0	U-BOLT	TMZ629	Rear U-Bolt
29:33.0	STVMS Tracking Top Station	TRL028	Top Station
29:51.5	Cab call scan	AJF195	A Line
